ParticipantID,AI_Mean,TC_Mean,PC_Mean,PS_Mean
34,3.0668699204612464,3.069247381807917,2.622635216604479,4.7189768827226555
35,3.3052381786897156,2.9450573056210865,3.82169214020871,2.673241626253266
36,4.03683126794377,4.3912757182732145,1.9044608512228944,4.503533884998674
37,4.071599693861549,4.201359689393991,2.2014422684926296,3.460289914512078
38,4.244022609430887,4.098488358571923,3.210542187659723,4.319744362660196
39,3.381436811474674,3.268743423127964,3.4029799904384466,3.21060284310307
40,5.20849872741435,5.107694066784584,2.055261438786165,5.061980268173604
41,3.1898199486509773,3.326219682269027,3.958607312785259,2.969980056175021
42,4.553568219753971,4.412719406423344,3.5220951427257083,5.3923051734279275
43,3.664488879961188,3.1106419484405814,2.6636802034636133,3.327304799035262
44,3.802705394494822,3.694836382239123,3.3026062426553064,4.401411063485083
45,3.864123333814475,4.238282474447577,2.8134953252027537,5.845578062180155
46,4.277629428410224,3.6278794717343104,2.4405956283817947,4.402621741845202
47,3.7186055970757694,3.793105178103169,3.4120166726352696,3.8275169522626307
48,3.191104848115639,2.2898555898395987,3.1206705382826843,3.9495572445761074
49,3.9824242188309857,3.1550524529754984,3.364339581353006,3.9985162043676232
50,3.234434515317126,3.1040892820740202,3.2814243139932233,2.898259530973095
51,4.129630829369634,4.086748673546374,3.7589222897581704,4.638641861019346
52,2.8320207141383698,2.200961797918838,3.7687165021752485,3.4470238153716752
53,4.315043956479234,5.756525656927682,3.0459165404492317,5.31810164316879
54,4.5559541513027435,4.556519375458476,2.739611392137044,4.828770320955176
55,3.284672494048314,2.9669567869721383,2.9478631313797456,3.719804120594203
56,5.52911369344506,4.353436208373039,3.493730626464831,3.4079081113636795
57,3.555542371582817,3.8288814666494324,3.1314593288174275,3.2421666338768573
58,3.3438105042675925,3.438999558484368,2.679492174776924,4.014771484354663
59,3.889926535145731,3.3013647601583687,4.635270718811318,3.921216931864784
60,2.3706102038458967,2.2876109664151976,2.950860155605789,3.8555038757113023
61,3.27274152878074,2.984334098780611,3.5974728136935017,4.0412421721473715
62,2.9808053797661294,2.645835169920582,3.0207723793176373,3.0994552568294247
63,5.129698220555726,4.999726797851805,2.029758694400871,5.190261622615097
64,5.420019059525737,5.58066687846304,1.742346506228231,4.515436311106344
65,4.759391195003861,4.1220576876266755,3.348845529232847,4.676815612200112
66,3.1636998070763274,2.9920036265751264,1.1135327070599539,3.5172247449929457
67,3.6808459519037395,2.8709477247860664,4.395593266453837,2.4966873279606854
68,3.5747386820720433,3.3968837544585098,4.145860408155434,2.6660710917428636
69,4.690558769512002,4.408539176235193,2.3367173414449773,4.670070917794076
70,3.9956730496268538,3.4714674353231953,3.2278204999476876,3.636032012681292
71,3.9891878331690513,4.023264510388845,4.1128073236239295,3.0907173284002853
72,5.357609597107595,4.136485857201702,2.970998451157298,4.708461272853471
73,4.053470113678388,3.5217798483056475,3.0343147439556155,3.6298710019121465
74,3.4622694840596373,3.622727464202167,3.367725971113674,3.3493441233583967
75,4.521197203349262,4.351962619716095,3.5343711404592435,4.576629372296768
76,3.2415146511786186,2.7531743101101247,3.8108779245053177,3.7532730133772145
77,3.866984025201932,3.6577826768749113,3.984038208847756,3.3819918130970663
78,4.236126574953533,3.8626381793192115,2.9496070661546736,4.76378170076179
79,4.491905798003939,4.553529626420842,3.8174237976738965,4.2079449710890025
80,4.353342010845125,3.93260380735194,3.302877038677464,3.982891602562927
81,3.9079470183539002,3.9091621718346063,2.524948176331767,5.4255685086244005
82,3.098983735391263,2.3140255578689466,4.177661898980699,3.6042419730643784
83,4.339914624926163,4.359960031627531,2.985576295411433,3.6717265090537454
84,3.9099777776428057,3.3380824879849653,3.855163380897495,3.606065766796459
85,3.2617423849474174,2.9015760421326995,3.5611754250514314,3.1341376112582364
86,3.2749376449778143,3.1713034074139834,3.3886610024325594,3.2935904405890866
87,3.5254265565809697,3.4418607183397287,2.2157213067802513,3.1386052856088242
88,3.314448325335559,2.97386264364175,3.469666147860035,4.4607175667019225
89,4.492874073365059,4.149669947774827,3.034376090735338,3.566097057582759
90,3.8528188659845113,3.479408699897502,3.3911286878302596,3.301857531472898
91,4.266755102713039,4.683385114918604,2.839859204721556,4.583493007556574
92,4.354309541602722,3.892060288071208,3.245031707051358,4.0695013550069
93,3.9057395576379936,3.2971256263089352,3.230340517307719,4.119391175094052
94,4.969833522146692,5.067826912179327,4.283017419064748,3.93961894864701
95,4.531003883723003,4.302875675189741,4.466391586406642,3.542201289914748
96,3.219146766842433,2.7757153032673196,1.9040110624611881,3.5550680849115506
97,3.2883728283969704,3.107699026679004,3.4571132981503068,4.745750833292763
98,4.522308452329872,3.9826339752329445,2.482750202833926,4.53097628516172
99,2.9581796057941365,3.574371625076843,3.9068280482851727,3.212174781403783
100,2.6255580676378925,3.0418586213851473,3.149836331015433,4.285678334719962
101,2.6831303006247946,2.227875906731129,3.4212906416078512,3.2380824677702242
102,3.5370200293721528,3.6060427909136648,2.4257681637989466,3.924863119866649
103,3.980485508097906,3.9607193920187176,3.545709266786887,3.2494602349311505
104,2.7846863033277307,3.1776695946097826,3.4299001992967835,3.028923386836297
105,5.002280458755267,4.721360390652214,3.7124299080986862,4.422764066473572
106,5.385730742380375,5.834787325707653,2.520406433042218,5.453200717036206
107,4.342456161088963,4.690470350147571,2.271125856163327,4.862509703139526
108,4.603712235034933,3.564546870568994,2.402570738790335,2.8560057058270156
109,3.693532278816585,3.7525947851813495,4.102912823214516,3.750601584937425
110,4.996638286524555,4.087781042902779,1.9428092376894848,4.324661764011328
111,4.118554068918635,3.8740197337390967,1.720418112705978,4.224946890381483
112,2.9405671537044724,3.0521304256146284,3.4872102582025364,2.89083991768241
113,3.4467686090486973,2.7296412365182117,3.2838150497962184,4.142059046255798
114,3.1579899430846767,3.1948476301372755,2.866043665481077,3.240153286906469
115,3.767027493266281,3.0800864439468882,2.8987234125672257,3.0448691205146403
116,5.281003401884259,4.97614708058002,2.4158574725425055,4.732697660233049
117,3.76816473624197,3.403761619935357,3.591841529661093,4.207675106221221
118,3.4866227702726804,3.033639744496966,3.08979017008152,2.2526113808184007
119,2.8070530370332767,3.211306660136466,4.292209751893753,3.088742612806726
120,4.302112677054803,4.104043280378629,5.0854414511534465,4.516441874316045
121,3.7248083957474445,3.073899561038191,2.1935132768684444,4.062232159910911
122,3.282601196810524,2.4477658418068406,2.963777620828616,2.844085539919147
123,5.088897048210376,5.148927674756516,2.8237965256799513,5.515735795770616
124,3.9032504392112974,3.2303954407577717,4.240098890313102,3.924994146427779
125,3.1085267567890336,2.847929225570995,2.7164666226546483,2.8085843452278967
126,4.55693100721866,5.145938742282816,1.8876291049952667,4.986453645995204
127,3.3791588140160864,2.9576789692459915,2.886311846692184,3.158940070310597
128,3.8782280068063537,3.2485378903967526,3.406178486275264,3.7233429070696933
129,3.648058330512278,2.999139083171979,2.8890059218234585,4.222227386852069
130,4.19206044240287,3.4703277987042753,3.2491521522803293,4.378593059156748
131,2.641748366821809,2.708733812410465,2.865088797778586,3.8715249677791586
132,3.244025163518827,2.238652119382272,2.35363008558534,3.644020499783037
133,4.055153088897847,3.3985579488551934,3.6296737649624644,2.7580372002806595
134,3.7754109343935207,2.993108429746073,2.8479712270836632,3.8084564178133333
135,3.2409078997019938,2.8440659020867467,3.9675007211757287,2.9973979059430484
136,4.427543516951667,3.6075641603123727,3.508571650411276,4.855638672004903
137,2.0485778255502938,1.5338587079569757,3.938275732008376,2.5527976170273536
138,4.118071367688078,3.581905750411373,3.2169716161991184,3.8359451542145884
139,4.724232935503983,4.541567588460208,3.18729914545639,4.0671897639491235
140,3.5031773135963764,3.077603313006832,3.516401723208692,3.338302798098158
141,4.13155378780555,4.795290260439838,3.463730646345834,4.030755714348474
142,4.717277935418121,4.281694634996645,1.671522203711891,3.7991004936784925
143,2.4663825785536755,2.112781693961554,3.4415997629245743,4.167814696840761
144,4.129251474586521,3.782636641748857,3.6741521268011796,2.5332589515545503
145,4.018907449645922,4.116832055370964,2.0473973135374246,4.996053542410447
146,4.07227988089807,3.5820577849960067,3.5671309241978837,5.275485827727056
147,4.0038440195748555,3.877402847547378,2.786784189851281,3.5456723308282427
148,4.450689904929142,3.7866256964952107,3.173113448564631,3.7635561209071082
149,4.232664726771671,4.103483756636297,3.735365815101505,3.698244726243115
150,3.6301493874597464,2.953109880680135,2.988493247494071,3.948301271558831
151,4.379586842671354,3.6518314460209074,3.722895191535826,4.771506803210777
152,4.212673247370344,4.820941586469332,2.3727304026008618,3.6662556355194624
153,2.605748456393746,3.092813187515191,3.653865485230905,3.3249180549462327
154,4.059181961080793,3.249072425954653,4.855415553156854,3.608347403094946
155,3.9574910648438606,4.0197591354519595,3.3724089118524745,4.134723759936959
156,3.2953483769645446,3.242045342169596,4.451784900623691,4.196384322806755
157,4.99919092189111,4.472416584709516,2.329801731367463,4.354852329733614
158,3.888263096789962,4.137755028979917,1.8945667295223556,5.262957605654158
159,3.745578020612867,3.348332723499912,2.5348421129831857,2.91021155524813
160,4.464414898290939,4.252508411687092,2.167662138663714,3.5314140607765747
161,3.6706424828444826,4.21067048717177,2.8355869389138224,3.1715237645137564
162,3.6475128827163608,3.330439811436165,1.4099716861425844,4.142499285088732
163,3.7106805833938843,3.7392180587983037,4.3318999199962125,4.357620959392759
164,3.6620669151714167,2.881669306815861,5.01052492707893,3.2849937077213838
165,3.872432309624124,3.610125143952327,3.2763264127850764,3.791501640782851
166,3.435184472380108,2.9702563711639542,3.2554230036622545,3.2806414372270365
167,3.3200079906583424,3.132312544744724,3.05810127387047,4.630137300908559
168,1.9933792305900204,2.350034924616031,4.203784026436221,1.4991474630957455
169,3.5969195097613826,3.227370169735665,2.2908857116100148,3.459998065934545
170,3.083743485375715,3.63721567783172,3.7271381153098995,4.397934336775061
171,4.346532268409842,3.5612351159099087,2.820708042234973,4.337430328341585
172,2.9880967391378945,3.1185452489475987,3.0682794894599197,3.393638426451537
173,4.36838127610845,4.2810949050826785,2.763696806920582,4.969706678472104
174,3.095997960369149,3.162344340084047,3.6149440467260736,3.313236236086832
175,4.0788547645459605,3.239464905654054,3.849432499193641,3.599139173140715
176,3.5143131920332302,3.7887035738579584,2.6304123674212008,3.1361471533827032
177,2.703658321935448,2.789166029750916,2.4334589650029788,4.779351626591389
178,2.3857342986795818,2.983321547294453,3.377210834470037,3.313213485485266
179,3.4565868783408225,3.395534449399674,3.1490317653322335,4.456689569770021
180,3.942830173942829,3.7631831529106243,2.870668714500635,3.982096161672135
181,4.019973669564095,3.0000159716196606,2.3891734842808097,4.368090210813243
182,3.9747453478302956,3.6306131364055005,3.1536279582422173,4.147707618958508
183,3.462444579556329,2.8936937005930345,3.427413747160449,2.9516706101023407
184,4.120510653283336,3.064095863997409,3.957455923712501,3.9510314674810703
185,4.071702620987215,4.213967449391427,4.114953842074864,4.570826441476001
186,2.4817254506806607,1.7406942120553244,3.106901178958036,3.1518962501351
187,4.230802159622528,3.6399031219679796,3.2767743570845274,3.4904299981348497
188,3.3892473261453793,2.563601289103595,2.758606509631424,2.7775780292062953
189,3.1288831337203256,3.3756027873644574,2.5304525896682564,5.513541831157875
190,4.2048757457648795,4.02371773400435,2.4884776726899345,4.633367304890459
191,3.4693126532749194,3.2572300892903767,4.910760314718917,3.246389334900001
192,4.655974970753478,4.020484852566258,3.046101134314333,5.285023622568051
193,3.4591923823942947,4.047563551437891,3.5034979281566603,3.516653724228899
194,4.3691495475329205,4.542188813942301,3.369158840925364,3.2502954917459386
195,3.314709935771518,2.97655009752795,3.2170798510268668,3.9939540737032595
196,3.9529222682549636,3.080322051207552,3.516730484059457,4.082189562530004
197,4.2942549954810145,4.489261894303385,3.5103812296965917,4.4618671246421675
198,3.770555744230564,2.765729100223777,3.6166224732350103,3.6806458770536157
199,4.002322833701263,3.1707197139084307,2.525805233301895,4.581532886258079
200,3.8460176788495106,3.9044016415528215,3.0951965520239764,4.014647687465519
201,4.537311661832275,4.021466433408334,3.138961708570988,3.8602692821911555
202,3.54379108210592,3.175245486680958,3.381468650596107,3.3705207687382917
203,4.756564749774871,4.061582350564088,2.9492175959384292,3.947811884052454
204,4.947227473973157,4.729526986980392,3.6178093523242767,3.45282975989404
205,4.061134178434932,4.186515303033577,3.0695661189200782,4.783167245511793
206,3.5428438670019786,3.9162312328305653,4.59151005714334,3.367313898769823
207,3.591105117352661,3.9953660936946416,4.098347554430431,3.419180226242031
208,3.5450495614552286,3.2198384487685674,2.3333564822041852,3.354929828700242
209,3.1062543651022394,2.549286893943024,3.335167177230074,3.5596473171441243
210,4.9774908755547145,4.201473828138295,3.7013736927762992,4.095906064879927
211,3.8225661031181786,3.8928004173789907,2.3313220561791095,4.384805838398037
212,3.962378489181335,3.8914899088625643,3.264313289754176,5.5109725675945205
213,3.383172482539218,2.937914795347007,2.869135262324621,3.350572772492678
214,3.4442100844671213,3.7404140850980996,4.045893624289889,3.2890432681509227
215,3.2499894045239537,3.247809687075911,2.836129531704707,4.166017577859196
216,3.9631157919135314,2.9735761703601007,4.310916804231968,4.639982637668336
217,3.402053832471551,2.993815632743307,3.4565569917301513,3.7777799262615956
218,4.394390009260798,5.037146454821666,2.723978077580218,3.9725404924841463
219,2.8133916157325687,2.268116136198061,3.3832083138481774,4.377967566191032
220,3.4714656997314366,3.328836158630372,3.178361629355566,4.486611698512344
221,5.668414545906964,5.071327211761383,2.543094166261162,5.317862342924987
222,4.409370841387484,4.959251154987365,3.2453060920465022,4.14909470969064
223,4.31662264628023,4.5225536623888525,3.4944378567154772,4.508701203687458
224,4.668467564783787,4.87118964559732,3.7993486663886635,4.735488643370071
225,3.763430013240242,3.5775209826896748,3.9525580702428442,3.1977007042562717
