ParticipantID,AI1,AI2,AI3,AI4,AI5,TC1,TC2,TC3,TC4,TC5,PC1,PC2,PC3,PC4,PC5,PS1,PS2,PS3,PS4,PS5,PS6,AI_Mean,TC_Mean,PC_Mean,PS_Mean
74,4,4,4,5,4,4,4,5,4,4,3,3,4,4,4,4,4,5,4,4,4,4.2,4.2,3.6,4.166666666666667
75,4,4,4,4,4,3,3,3,3,3,3,3,3,4,5,3,3,3,3,3,3,4.0,3.0,3.6,3.0
76,5,5,4,5,5,5,4,5,5,4,2,2,1,3,3,4,4,4,4,3,4,4.8,4.6,2.2,3.8333333333333335
77,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,3,3,3,4.0,4.0,3.2,3.3333333333333335
78,4,3,3,4,4,3,3,4,3,3,3,3,3,4,3,4,4,4,4,4,4,3.6,3.2,3.2,4.0
79,3,4,4,4,3,3,4,4,4,3,3,3,3,4,3,4,3,4,3,3,4,3.6,3.6,3.2,3.5
80,4,3,4,3,4,3,4,4,3,3,4,3,2,3,3,4,4,3,3,3,3,3.6,3.4,3.0,3.3333333333333335
81,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,5,4,4,4.0,3.6,3.8,4.166666666666667
82,5,5,5,5,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4.8,4.0,2.0,4.0
83,4,4,3,4,3,3,3,3,4,3,3,4,4,4,4,3,4,4,3,3,4,3.6,3.2,3.8,3.5
84,4,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,4,4,4,3,3,4.0,3.8,2.8,3.5
85,4,5,4,4,4,5,5,5,4,5,2,3,3,2,3,5,4,4,3,4,3,4.2,4.8,2.6,3.8333333333333335
86,4,4,4,4,5,4,5,4,4,5,3,3,3,3,3,4,4,4,4,4,4,4.2,4.4,3.0,4.0
87,4,4,4,4,3,5,4,4,4,4,3,3,3,2,3,5,5,4,5,5,5,3.8,4.2,2.8,4.833333333333333
88,4,4,4,4,4,4,4,4,4,4,2,3,3,3,2,4,5,4,4,4,4,4.0,4.0,2.6,4.166666666666667
89,3,3,3,2,3,4,3,4,3,3,3,4,3,4,3,3,3,4,3,3,3,2.8,3.4,3.4,3.1666666666666665
90,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,4,4,4,3,3,3,4.0,4.0,2.8,3.5
91,4,4,4,3,4,4,4,3,4,4,4,5,4,4,5,4,3,3,4,4,3,3.8,3.8,4.4,3.5
92,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3.2,3.0,3.0,3.5
93,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4.0,3.8,3.0,3.8333333333333335
94,4,3,3,3,3,3,3,4,3,3,3,4,4,4,4,2,2,2,3,3,2,3.2,3.2,3.8,2.3333333333333335
95,3,4,3,4,4,4,4,4,4,3,4,4,4,3,5,3,2,3,3,3,3,3.6,3.8,4.0,2.8333333333333335
96,4,4,3,4,4,4,4,4,4,3,2,2,3,3,2,5,5,5,5,5,5,3.8,3.8,2.4,5.0
97,5,5,5,5,5,4,4,3,4,3,3,3,3,3,3,4,5,4,4,4,5,5.0,3.6,3.0,4.333333333333333
98,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,4,4,4,3,4,4,3.0,2.4,3.0,3.8333333333333335
99,5,5,4,5,5,5,5,5,5,5,4,3,4,3,4,4,4,4,4,4,4,4.8,5.0,3.6,4.0
100,5,5,5,5,5,5,4,4,4,5,3,4,3,4,3,5,5,5,5,5,4,5.0,4.4,3.4,4.833333333333333
101,5,5,4,5,4,4,5,5,5,5,2,2,3,2,3,4,5,4,4,5,4,4.6,4.8,2.4,4.333333333333333
102,4,5,4,4,4,4,4,4,3,4,4,2,3,3,4,5,4,4,4,4,5,4.2,3.8,3.2,4.333333333333333
103,4,4,4,3,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,4,4,3.8,3.8,3.2,3.6666666666666665
104,4,5,5,4,5,5,5,5,5,5,3,3,3,3,3,4,5,5,5,4,5,4.6,5.0,3.0,4.666666666666667
105,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,2,3,3,3,3,2,3.0,3.0,3.8,2.6666666666666665
106,3,3,3,3,3,2,3,3,2,2,5,5,5,5,5,3,3,3,3,3,3,3.0,2.4,5.0,3.0
107,4,3,3,3,4,4,4,4,3,4,4,4,4,5,4,4,3,4,4,4,3,3.4,3.8,4.2,3.6666666666666665
108,2,3,2,2,2,3,3,2,4,3,2,2,3,3,3,4,4,4,4,4,4,2.2,3.0,2.6,4.0
109,4,4,4,5,5,4,5,5,4,4,3,3,3,4,3,3,4,3,4,3,3,4.4,4.4,3.2,3.3333333333333335
110,2,2,2,2,3,2,2,2,2,2,3,3,3,3,4,3,4,4,4,4,4,2.2,2.0,3.2,3.8333333333333335
111,3,3,3,4,3,3,3,4,4,3,3,3,4,3,3,4,5,5,5,4,4,3.2,3.4,3.2,4.5
112,5,5,5,4,4,5,5,5,5,5,3,3,2,3,2,5,5,4,4,4,5,4.6,5.0,2.6,4.5
113,4,4,4,4,4,3,3,3,4,4,3,2,3,3,3,4,4,4,4,4,4,4.0,3.4,2.8,4.0
114,4,4,4,4,4,5,4,5,4,4,3,3,3,3,3,4,4,5,4,5,4,4.0,4.4,3.0,4.333333333333333
115,4,3,4,4,3,4,4,3,4,3,2,3,3,3,3,4,3,4,4,4,4,3.6,3.6,2.8,3.8333333333333335
116,2,3,3,3,2,3,2,3,3,2,4,4,4,4,4,4,3,3,4,3,3,2.6,2.6,4.0,3.3333333333333335
117,5,5,4,4,4,4,4,4,4,4,3,3,3,2,3,3,3,4,4,3,4,4.4,4.0,2.8,3.5
118,4,4,4,4,3,4,4,4,4,4,3,3,3,2,2,5,4,4,4,4,5,3.8,4.0,2.6,4.333333333333333
119,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,5,5.0,5.0,3.0,4.166666666666667
120,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,2,2,2,3,3,2,4.0,3.8,3.4,2.3333333333333335
121,4,4,4,3,3,3,3,3,3,4,3,2,3,3,2,5,5,5,4,5,5,3.6,3.2,2.6,4.833333333333333
122,4,3,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,5,4,4,4,3.8,4.0,2.0,4.166666666666667
123,3,3,4,3,3,2,2,2,3,3,5,4,5,5,4,3,3,3,3,3,3,3.2,2.4,4.6,3.0
124,4,4,4,3,4,4,4,4,3,4,2,3,2,2,2,3,4,3,3,3,3,3.8,3.8,2.2,3.1666666666666665
125,4,4,4,4,4,5,5,5,5,5,3,3,2,3,2,5,4,4,4,4,5,4.0,5.0,2.6,4.333333333333333
126,3,3,4,4,4,3,3,3,3,3,4,5,5,5,4,5,4,4,4,4,4,3.6,3.0,4.6,4.166666666666667
127,4,4,4,4,3,4,5,4,4,4,2,3,2,3,2,5,4,4,4,4,4,3.8,4.2,2.4,4.166666666666667
128,3,3,4,4,4,4,3,3,4,4,2,2,2,2,2,4,4,4,3,4,4,3.6,3.6,2.0,3.8333333333333335
129,4,4,4,4,4,3,4,4,3,3,2,3,2,2,2,4,4,4,4,4,4,4.0,3.4,2.2,4.0
130,4,4,4,4,3,3,3,3,3,3,2,3,3,2,4,3,4,4,3,4,4,3.8,3.0,2.8,3.6666666666666665
131,5,5,5,5,5,5,5,5,5,5,2,3,3,2,3,4,5,5,5,5,5,5.0,5.0,2.6,4.833333333333333
132,4,4,3,3,4,4,4,3,3,4,2,2,2,2,2,5,5,5,5,5,5,3.6,3.6,2.0,5.0
133,3,3,3,4,3,3,4,4,4,4,3,2,3,3,3,4,3,3,3,3,4,3.2,3.8,2.8,3.3333333333333335
134,4,4,4,4,3,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,3.8,3.6,3.0,4.0
135,5,4,4,5,5,5,4,5,4,4,3,3,2,2,3,4,4,4,4,4,4,4.6,4.4,2.6,4.0
136,4,4,3,4,4,3,2,3,3,3,2,3,3,2,3,3,3,3,4,3,3,3.8,2.8,2.6,3.1666666666666665
137,5,5,5,5,5,5,5,5,5,5,1,2,2,2,2,5,4,5,5,5,5,5.0,5.0,1.8,4.833333333333333
138,4,3,3,4,4,4,3,4,3,4,4,3,3,3,3,4,4,3,4,4,4,3.6,3.6,3.2,3.8333333333333335
139,3,3,4,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3.2,3.2,3.4,3.1666666666666665
140,4,4,4,4,4,4,5,4,4,5,3,3,2,3,3,4,4,4,4,4,3,4.0,4.4,2.8,3.8333333333333335
141,4,4,4,4,4,5,5,5,4,4,4,5,4,5,5,3,4,3,4,3,3,4.0,4.6,4.6,3.3333333333333335
142,3,3,3,3,3,3,3,3,3,3,4,4,3,3,5,4,4,4,4,4,4,3.0,3.0,3.8,4.0
143,5,5,5,5,5,5,5,5,4,4,3,1,2,2,2,5,4,5,4,5,5,5.0,4.6,2.0,4.666666666666667
144,4,3,4,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3.4,4.0,3.2,3.0
145,4,4,4,3,3,4,3,4,4,3,4,3,4,5,4,5,5,4,5,4,4,3.6,3.6,4.0,4.5
146,4,4,4,4,4,3,3,3,3,3,3,4,3,2,3,3,3,4,3,4,3,4.0,3.0,3.0,3.3333333333333335
147,3,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,5,4,4,4,4,3.6,4.0,3.4,4.166666666666667
148,3,3,3,3,3,3,3,2,3,4,3,3,3,3,2,3,3,4,4,3,4,3.0,3.0,2.8,3.5
149,3,3,4,4,4,3,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3.6,3.6,3.8,3.0
150,3,4,4,4,4,4,4,3,4,3,2,2,2,2,3,4,4,4,4,4,4,3.8,3.6,2.2,4.0
151,4,4,4,4,4,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4.0,2.6,2.8,3.0
152,4,3,4,3,3,4,4,4,4,4,5,4,5,5,5,4,4,4,4,4,4,3.4,4.0,4.8,4.0
153,5,5,5,5,5,5,5,5,5,5,3,3,3,4,3,5,5,4,5,4,5,5.0,5.0,3.2,4.666666666666667
154,4,4,3,4,4,3,4,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3.8,3.4,3.0,2.8333333333333335
155,4,4,4,3,4,4,4,4,3,4,3,3,4,3,4,3,3,4,3,4,3,3.8,3.8,3.4,3.3333333333333335
156,5,5,4,5,5,5,4,5,4,4,2,2,3,3,3,4,3,3,4,4,3,4.8,4.4,2.6,3.5
157,3,3,3,3,3,2,3,2,2,2,4,3,5,3,3,3,3,3,3,4,4,3.0,2.2,3.6,3.3333333333333335
158,4,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,5,5,5,4,4.0,3.4,3.8,4.5
159,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,4,4,4,5,4,4,3.0,4.0,3.0,4.166666666666667
160,3,3,3,3,2,4,3,3,3,3,4,3,4,4,4,4,4,4,4,3,4,2.8,3.2,3.8,3.8333333333333335
161,4,4,4,4,4,5,5,4,5,4,4,4,4,3,4,4,5,4,4,4,4,4.0,4.6,3.8,4.166666666666667
162,4,4,3,3,4,4,4,4,4,4,3,3,3,3,3,5,5,5,4,5,5,3.6,4.0,3.0,4.833333333333333
163,4,4,4,4,4,5,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,4.0,4.6,3.0,3.0
164,4,4,4,5,4,4,3,4,4,4,2,2,2,2,2,3,2,2,3,3,3,4.2,3.8,2.0,2.6666666666666665
165,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4.0,4.0,3.2,4.0
166,4,4,4,4,4,4,4,4,4,4,2,2,1,3,2,5,4,5,4,4,4,4.0,4.0,2.0,4.333333333333333
167,4,4,4,5,5,5,3,4,4,4,3,3,3,3,3,5,4,4,4,5,5,4.4,4.0,3.0,4.5
168,5,5,5,5,5,5,5,5,5,5,2,3,2,2,3,5,4,4,4,5,5,5.0,5.0,2.4,4.5
169,4,4,3,4,3,4,4,3,4,3,3,3,3,3,3,5,4,4,5,4,5,3.6,3.6,3.0,4.5
170,5,4,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4,5,4.8,5.0,3.8,4.166666666666667
171,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,3,4,4,3.2,3.0,2.8,3.6666666666666665
172,5,5,5,4,4,5,5,5,5,5,3,3,3,2,3,4,5,4,4,4,5,4.6,5.0,2.8,4.333333333333333
173,4,4,3,3,4,3,3,3,4,3,4,4,3,5,4,3,4,3,3,4,4,3.6,3.2,4.0,3.5
174,5,5,4,4,4,5,5,5,4,4,2,3,3,3,3,4,4,4,4,4,4,4.4,4.6,2.8,4.0
175,4,3,4,4,4,4,3,3,4,3,2,3,3,3,2,4,4,3,4,4,3,3.8,3.4,2.6,3.6666666666666665
176,3,4,4,4,4,5,4,4,5,5,4,3,4,3,4,4,4,4,4,5,5,3.8,4.6,3.6,4.333333333333333
177,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,5,5,5,5,5,5,5.0,4.6,3.0,5.0
178,5,5,5,5,5,5,5,5,5,5,3,4,3,3,3,5,5,4,5,5,5,5.0,5.0,3.2,4.833333333333333
179,4,4,4,4,5,4,4,4,4,4,3,3,3,2,3,4,4,4,3,4,5,4.2,4.0,2.8,4.0
180,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3.8,3.8,3.6,4.0
181,3,3,4,4,3,3,2,3,3,3,2,3,3,2,2,4,3,4,4,4,5,3.4,2.8,2.4,4.0
182,4,4,4,3,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3.8,3.4,3.2,3.8333333333333335
183,4,4,4,4,4,4,4,4,5,4,2,2,2,2,2,4,4,4,4,4,4,4.0,4.2,2.0,4.0
184,4,4,4,4,3,3,3,4,3,3,2,2,2,3,2,3,3,3,3,4,3,3.8,3.2,2.2,3.1666666666666665
185,4,4,4,4,5,4,4,5,4,4,4,4,4,4,3,3,3,3,3,3,3,4.2,4.2,3.8,3.0
186,4,4,4,5,5,5,5,5,4,5,2,2,2,1,2,5,5,5,5,4,5,4.4,4.8,1.8,4.833333333333333
187,3,3,3,3,3,4,3,3,3,4,3,4,3,3,2,3,3,4,3,3,4,3.0,3.4,3.0,3.3333333333333335
188,4,4,4,4,4,4,4,3,4,4,2,2,2,2,2,4,4,4,5,4,4,4.0,3.8,2.0,4.166666666666667
189,4,5,5,5,5,4,4,4,4,3,4,4,3,4,3,5,4,4,5,4,4,4.8,3.8,3.6,4.333333333333333
190,4,4,4,3,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3.8,3.2,3.6,4.0
191,5,5,5,5,5,4,5,5,4,5,3,2,3,4,3,3,3,3,3,3,3,5.0,4.6,3.0,3.0
192,4,4,3,3,4,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,3.6,3.0,3.4,3.1666666666666665
193,4,4,5,4,4,4,5,5,5,5,3,4,4,3,4,4,3,4,4,4,4,4.2,4.8,3.6,3.8333333333333335
194,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3.4,4.0,4.0,3.5
195,4,5,4,4,4,4,4,4,4,4,2,3,2,3,3,4,4,4,4,4,5,4.2,4.0,2.6,4.166666666666667
196,4,4,4,3,4,3,3,4,4,3,3,3,3,3,2,4,4,4,4,4,4,3.8,3.4,2.8,4.0
197,4,3,3,4,4,3,4,3,3,4,5,4,3,3,4,4,3,3,3,3,3,3.6,3.4,3.8,3.1666666666666665
198,4,4,3,4,4,4,3,4,3,4,2,3,3,2,2,4,4,3,4,4,3,3.8,3.6,2.4,3.6666666666666665
199,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,4,4,5,4,4,3,3.0,3.0,2.4,4.0
200,4,5,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4.2,4.0,3.6,3.8333333333333335
201,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3.4,3.0,3.2,3.1666666666666665
202,4,4,5,4,5,4,4,4,4,4,3,3,3,2,3,4,3,4,4,4,4,4.4,4.0,2.8,3.8333333333333335
203,3,3,3,3,4,3,3,3,2,2,4,3,3,3,3,3,3,4,3,3,3,3.2,2.6,3.2,3.1666666666666665
204,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,2,3,2,3.0,3.0,3.6,2.6666666666666665
205,4,4,3,4,4,4,4,4,4,3,3,4,3,4,3,4,3,4,3,4,4,3.8,3.8,3.4,3.6666666666666665
206,4,5,4,5,5,5,4,5,4,4,3,3,4,4,3,3,3,4,3,3,3,4.6,4.4,3.4,3.1666666666666665
207,4,4,4,4,4,4,4,5,4,5,4,4,3,4,3,3,3,3,4,3,3,4.0,4.4,3.6,3.1666666666666665
208,4,3,3,4,4,4,4,4,4,4,2,2,3,3,3,4,4,4,4,5,5,3.6,4.0,2.6,4.333333333333333
209,4,5,4,4,4,4,4,5,4,4,1,2,3,2,2,4,5,5,4,5,4,4.2,4.2,2.0,4.5
210,3,3,3,3,2,3,3,2,2,2,3,3,4,3,3,3,2,2,3,2,2,2.8,2.4,3.2,2.3333333333333335
211,3,4,3,4,4,4,4,4,4,4,4,3,4,3,3,4,5,4,5,4,5,3.6,4.0,3.4,4.5
212,4,4,5,5,4,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,4,4.4,3.0,3.6,3.6666666666666665
213,4,4,4,4,4,4,4,5,4,4,2,2,3,3,2,5,5,4,4,4,5,4.0,4.2,2.4,4.5
214,5,5,5,4,5,5,5,5,5,5,3,4,3,3,3,3,4,4,4,4,4,4.8,5.0,3.2,3.8333333333333335
215,4,4,5,4,4,4,4,4,4,4,3,3,2,3,3,5,4,4,5,4,5,4.2,4.0,2.8,4.5
216,3,4,4,4,4,3,3,3,3,4,2,2,3,2,3,3,3,3,4,3,3,3.8,3.2,2.4,3.1666666666666665
217,4,5,3,4,4,4,5,4,4,4,3,2,3,3,3,4,4,4,4,4,4,4.0,4.2,2.8,4.0
218,4,4,3,4,3,3,4,4,4,4,3,4,5,4,4,4,3,4,3,3,4,3.6,3.8,4.0,3.5
219,4,5,5,5,5,4,4,4,4,4,2,2,2,2,1,5,5,5,5,4,5,4.8,4.0,1.8,4.833333333333333
