ParticipantID,AI1,AI2,AI3,AI4,AI5,TC1,TC2,TC3,TC4,TC5,PC1,PC2,PC3,PC4,PC5,PS1,PS2,PS3,PS4,PS5,PS6,AI_Mean,TC_Mean,PC_Mean,PS_Mean
110,3,4,4,4,3,4,3,3,3,3,3,3,2,3,2,4,4,4,4,4,4,3.6,3.2,2.6,4.0
111,3,3,3,3,3,2,2,2,2,3,4,4,4,4,4,2,2,3,3,2,3,3.0,2.2,4.0,2.5
112,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,5.0,4.0,3.0,4.0
113,4,4,4,4,4,4,5,4,4,4,3,3,4,3,3,4,4,3,4,4,4,4.0,4.2,3.2,3.8333333333333335
114,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,4,5,5,4,5,3.0,3.0,2.0,4.5
115,4,3,3,4,3,4,4,4,4,4,4,4,4,3,3,5,4,4,4,4,4,3.4,4.0,3.6,4.166666666666667
116,5,5,5,5,5,5,5,5,5,5,2,3,2,3,3,5,5,4,5,4,5,5.0,5.0,2.6,4.666666666666667
117,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,5,5,5,5,5,4,5.0,5.0,3.8,4.833333333333333
118,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3.0,3.2,3.0,4.0
119,4,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3.4,3.0,4.0,4.0
120,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.4,3.2,3.0,3.0
121,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3.6,4.0,3.6,3.5
122,4,4,4,4,4,4,5,5,5,4,3,3,3,3,3,5,5,5,5,5,5,4.0,4.6,3.0,5.0
123,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,4,4,4,4,3,4,4.0,4.0,2.8,3.8333333333333335
124,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3.0,3.2,3.6,3.0
125,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3.2,3.0,4.0,3.8333333333333335
126,3,2,3,3,3,1,2,2,1,1,4,4,4,3,4,3,3,3,3,3,3,2.8,1.4,3.8,3.0
127,3,2,2,2,3,2,3,3,3,2,3,3,4,4,4,2,2,2,3,3,3,2.4,2.6,3.6,2.5
128,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,4,3,4,4,3.0,2.0,3.0,3.5
129,4,5,4,5,5,5,5,5,4,5,2,3,2,2,2,5,5,4,5,5,5,4.6,4.8,2.2,4.833333333333333
130,4,4,4,4,4,3,3,3,3,3,4,3,4,4,3,4,4,4,4,4,4,4.0,3.0,3.6,4.0
131,5,5,5,5,5,5,5,5,5,5,3,3,2,3,3,5,5,5,5,5,5,5.0,5.0,2.8,5.0
132,3,4,4,3,4,3,3,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3.6,3.6,3.6,3.0
133,3,4,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3.2,3.0,3.8,4.0
134,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4.0,4.0,3.0,4.0
135,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.2,3.0,3.0,3.0
136,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,5,5,5,5,5,4,4.0,3.8,3.0,4.833333333333333
137,5,5,5,5,5,4,4,5,4,4,2,2,2,2,2,5,5,5,5,5,5,5.0,4.2,2.0,5.0
138,5,5,5,5,5,5,5,5,5,5,3,2,2,2,2,5,5,5,5,5,5,5.0,5.0,2.2,5.0
139,4,3,4,4,4,4,4,4,4,4,3,3,3,4,3,5,5,5,5,5,5,3.8,4.0,3.2,5.0
140,4,3,3,3,3,3,3,3,2,3,4,3,3,4,3,4,4,3,3,4,3,3.2,2.8,3.4,3.5
141,4,4,4,4,4,3,3,3,3,3,3,2,3,2,3,4,4,4,4,4,4,4.0,3.0,2.6,4.0
142,4,5,5,5,4,4,4,4,4,4,3,3,2,2,2,5,5,5,5,5,5,4.6,4.0,2.4,5.0
143,3,4,4,4,3,3,3,3,3,2,4,4,4,5,5,3,3,3,3,3,3,3.6,2.8,4.4,3.0
144,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3.2,3.2,3.0,4.0
145,3,4,3,4,3,3,4,4,4,4,2,2,2,2,2,5,5,5,5,4,5,3.4,3.8,2.0,4.833333333333333
146,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4.0,4.0,3.0,3.8333333333333335
147,4,4,4,4,4,4,4,4,5,4,3,4,3,3,4,4,4,4,4,4,4,4.0,4.2,3.4,4.0
148,3,3,4,3,3,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,3.2,4.0,3.4,3.8333333333333335
149,4,3,4,4,4,4,4,4,4,4,2,3,2,2,2,4,4,4,5,4,5,3.8,4.0,2.2,4.333333333333333
150,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4.0,4.0,4.0,4.166666666666667
151,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,5,5,5,4,5,5,3.8,4.0,3.6,4.833333333333333
152,2,2,3,3,2,2,2,2,3,2,4,3,4,4,5,4,3,3,4,4,4,2.4,2.2,4.0,3.6666666666666665
153,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,2.8,3.0,3.0,3.5
154,4,4,4,4,3,3,4,3,4,4,3,3,3,3,3,4,4,4,4,4,4,3.8,3.6,3.0,4.0
155,5,5,4,5,5,4,4,4,4,4,2,1,1,2,2,4,4,4,5,5,4,4.8,4.0,1.6,4.333333333333333
156,4,4,4,3,4,5,4,4,4,4,3,3,2,3,2,4,4,4,4,4,4,3.8,4.2,2.6,4.0
157,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,5,4,4,4,5,3.0,3.0,2.8,4.333333333333333
158,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,4,4.0,3.8,3.0,3.8333333333333335
159,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3.2,3.2,3.2,3.0
160,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,5,4,4,5,4,4,4.0,5.0,3.0,4.333333333333333
161,4,3,4,4,4,3,4,4,4,4,5,4,4,4,4,3,2,3,3,3,3,3.8,3.8,4.2,2.8333333333333335
162,3,4,4,4,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,4,3.6,3.0,3.4,3.5
163,5,4,5,4,5,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4.6,4.0,3.2,4.0
164,3,4,3,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3.4,3.6,4.0,3.3333333333333335
165,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,5,4,4.0,3.8,3.4,4.166666666666667
166,3,3,3,3,2,2,2,3,3,2,2,3,3,2,2,4,4,4,4,4,3,2.8,2.4,2.4,3.8333333333333335
167,5,5,5,5,4,5,5,5,5,5,2,2,2,2,2,5,5,5,5,5,5,4.8,5.0,2.0,5.0
168,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4.0,3.0,3.0,3.6666666666666665
169,5,5,5,5,4,5,5,5,5,5,2,2,2,2,2,5,5,5,5,5,5,4.8,5.0,2.0,5.0
170,3,3,3,3,3,3,3,4,4,3,2,4,3,3,3,3,3,3,3,2,3,3.0,3.4,3.0,2.8333333333333335
171,4,5,5,5,4,5,5,5,4,4,2,3,3,3,2,4,4,4,4,4,4,4.6,4.6,2.6,4.0
172,4,4,4,3,4,4,4,5,4,4,4,4,4,3,3,3,3,2,2,3,3,3.8,4.2,3.6,2.6666666666666665
173,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3.0,3.0,3.0,4.0
174,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,4,3,3,3,3,3,2.8,2.4,3.0,3.1666666666666665
175,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,5,5,4,4,2.8,3.0,3.2,4.333333333333333
176,4,4,4,5,5,4,4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,4.4,4.0,4.2,5.0
177,4,4,4,4,4,4,3,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4.0,3.6,4.2,4.0
178,4,4,4,4,4,5,4,4,4,4,2,3,3,3,2,4,4,4,4,4,4,4.0,4.2,2.6,4.0
179,5,4,5,5,4,4,4,4,4,4,3,3,3,4,3,5,5,4,5,5,5,4.6,4.0,3.2,4.833333333333333
180,3,3,3,3,3,2,3,3,2,3,2,2,2,2,2,3,3,3,3,3,3,3.0,2.6,2.0,3.0
181,5,4,5,5,4,5,5,5,4,5,2,3,3,2,3,5,5,4,4,5,5,4.6,4.8,2.6,4.666666666666667
182,4,4,4,4,4,4,3,4,3,4,3,3,4,3,3,4,5,4,4,4,4,4.0,3.6,3.2,4.166666666666667
183,3,4,3,3,3,4,3,4,3,3,2,3,2,3,3,4,4,4,4,3,4,3.2,3.4,2.6,3.8333333333333335
184,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3.8,3.0,3.8,4.0
185,4,4,4,4,4,4,4,4,3,4,5,5,5,4,4,4,4,4,4,4,4,4.0,3.8,4.6,4.0
186,4,4,4,4,4,4,3,4,3,4,3,2,3,2,3,3,3,4,4,4,4,4.0,3.6,2.6,3.6666666666666665
187,4,4,4,5,4,4,4,4,4,4,2,2,2,2,2,5,5,5,5,5,5,4.2,4.0,2.0,5.0
188,3,4,4,4,3,3,3,3,4,3,3,3,4,3,3,4,4,4,4,4,5,3.6,3.2,3.2,4.166666666666667
189,3,3,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,3,4,4,3.2,3.0,3.8,3.5
190,5,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4.2,4.0,3.4,3.8333333333333335
191,5,4,5,4,4,5,4,5,4,4,3,3,3,2,3,4,4,4,4,4,4,4.4,4.4,2.8,4.0
192,5,5,5,4,4,5,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4.6,4.2,3.0,3.8333333333333335
193,3,3,3,3,3,2,3,3,3,3,4,4,4,5,4,4,4,3,3,4,4,3.0,2.8,4.2,3.6666666666666665
194,4,4,4,3,4,3,3,3,3,3,2,2,2,2,2,4,3,3,3,3,3,3.8,3.0,2.0,3.1666666666666665
195,3,4,4,4,4,4,4,4,4,4,3,2,2,3,3,4,5,4,4,5,4,3.8,4.0,2.6,4.333333333333333
196,2,3,2,2,3,2,2,2,2,2,3,3,3,3,3,2,2,2,3,3,2,2.4,2.0,3.0,2.3333333333333335
197,4,4,4,4,4,3,3,3,3,3,4,4,5,4,4,3,3,3,4,3,4,4.0,3.0,4.2,3.3333333333333335
198,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4.0,3.2,4.0,3.6666666666666665
199,5,5,4,5,5,5,4,4,4,4,3,3,3,3,2,5,5,5,5,5,5,4.8,4.2,2.8,5.0
200,4,4,4,3,4,3,3,3,3,3,4,4,3,3,4,2,2,2,3,3,3,3.8,3.0,3.6,2.5
201,3,3,4,4,3,4,3,3,4,3,3,3,3,4,3,5,5,5,5,5,5,3.4,3.4,3.2,5.0
202,4,4,4,4,4,3,4,4,4,4,2,3,3,2,3,4,5,5,4,4,4,4.0,3.8,2.6,4.333333333333333
203,4,4,4,4,4,3,3,3,3,3,3,4,3,3,4,3,4,3,4,4,4,4.0,3.0,3.4,3.6666666666666665
204,3,3,4,3,3,3,2,3,3,3,3,2,3,2,3,4,4,4,4,4,4,3.2,2.8,2.6,4.0
205,4,5,5,5,5,5,5,4,4,5,3,3,3,3,3,5,5,5,5,5,5,4.8,4.6,3.0,5.0
206,5,5,5,5,5,4,4,4,5,5,3,3,4,4,3,4,4,4,4,5,4,5.0,4.4,3.4,4.166666666666667
207,4,5,4,5,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,4.4,4.0,4.2,5.0
208,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,4,4,3,4.0,3.8,3.2,3.8333333333333335
209,3,4,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,5,3.8,3.2,3.0,4.166666666666667
210,3,3,3,3,3,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3.0,2.0,2.8,3.0
211,4,4,3,3,3,3,3,3,3,3,5,5,5,5,5,3,3,3,3,3,3,3.4,3.0,5.0,3.0
212,5,4,5,5,5,4,5,5,5,5,3,3,3,2,2,4,3,4,4,4,4,4.8,4.8,2.6,3.8333333333333335
213,4,4,4,4,3,4,3,4,4,4,3,3,2,2,3,4,4,4,4,3,5,3.8,3.8,2.6,4.0
214,3,3,3,4,3,3,4,3,3,3,3,3,2,3,3,5,5,5,4,5,5,3.2,3.2,2.8,4.833333333333333
215,3,2,3,3,3,2,2,2,3,2,4,4,4,4,4,3,3,3,3,4,3,2.8,2.2,4.0,3.1666666666666665
216,5,5,4,4,4,3,3,4,4,4,4,4,3,4,3,4,4,3,3,3,4,4.4,3.6,3.6,3.5
217,3,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,4,3.2,4.0,3.0,3.5
218,5,4,4,4,4,3,3,4,3,4,4,4,4,4,4,3,3,3,4,3,4,4.2,3.4,4.0,3.3333333333333335
219,4,3,3,3,4,3,3,4,3,3,4,3,4,4,4,2,3,3,3,3,3,3.4,3.2,3.8,2.8333333333333335
220,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3.8,3.6,4.0,3.0
